"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"E2E test of ticket purchasing process","","This test run tests whole ticket buying process , while choosing tickets with desired price also selects dateswhile covering registration and paying process","0","0","1","0","0"
